time,reference_point,iteration,ssid,bssid,channel,xr,yr,rssi_ap_digilab,rssi_ap_dosen,relative_position,time_numeric
2024-10-17 10:19:30.148158400+00:00,29,1,DTE Staff,3,11,989,1037,-43.0,-200.0,1,10:19:30.148158
2024-10-17 10:19:33.104644600+00:00,29,1,DTE Student,4,11,989,1037,-43.0,-200.0,1,10:19:33.104644
2024-10-17 10:19:36.086702200+00:00,29,1,DTE Staff,1,1,989,1037,-200.0,-92.0,1,10:19:36.086702
2024-10-17 10:19:39.144235900+00:00,29,1,DTE Staff,2,1,989,1037,-200.0,-96.0,1,10:19:39.144235
2024-10-17 10:19:55.135479500+00:00,29,2,DTE Student,4,11,989,1037,-42.0,-200.0,1,10:19:55.135479
2024-10-17 10:20:05.454449500+00:00,29,2,DTE Staff,3,11,989,1037,-43.0,-200.0,1,10:20:05.454449
2024-10-17 10:20:05.680766200+00:00,29,2,DTE Staff,1,1,989,1037,-200.0,-90.0,1,10:20:05.680766
2024-10-17 10:20:05.680766200+00:00,29,2,DTE Staff,2,1,989,1037,-200.0,-90.0,1,10:20:05.680766
2024-10-17 10:20:21.445072800+00:00,29,3,DTE Staff,3,11,989,1037,-42.0,-200.0,1,10:20:21.445072
2024-10-17 10:20:24.507455700+00:00,29,3,DTE Student,4,11,989,1037,-42.0,-200.0,1,10:20:24.507455
2024-10-17 10:20:27.478007500+00:00,29,3,DTE Staff,2,1,989,1037,-200.0,-89.0,1,10:20:27.478007
2024-10-17 10:20:30.545141200+00:00,29,3,DTE Staff,1,1,989,1037,-200.0,-91.0,1,10:20:30.545141
2024-10-17 10:20:48.977826800+00:00,29,4,DTE Student,4,11,989,1037,-43.0,-200.0,1,10:20:48.977826
2024-10-17 10:20:49.396003800+00:00,29,4,DTE Staff,3,11,989,1037,-44.0,-200.0,1,10:20:49.396003
2024-10-17 10:20:52.193384800+00:00,29,4,DTE Staff,1,1,989,1037,-200.0,-91.0,1,10:20:52.193384
2024-10-17 10:20:57.283682600+00:00,29,4,DTE Staff,2,1,989,1037,-200.0,-91.0,1,10:20:57.283682
2024-10-17 10:21:11.210337500+00:00,29,5,DTE Student,4,11,989,1037,-42.0,-200.0,1,10:21:11.210337
2024-10-17 10:21:14.262674600+00:00,29,5,DTE Staff,3,11,989,1037,-43.0,-200.0,1,10:21:14.262674
2024-10-17 10:21:17.347192300+00:00,29,5,DTE Staff,1,1,989,1037,-200.0,-90.0,1,10:21:17.347192
2024-10-17 10:21:20.426917+00:00,29,5,DTE Staff,2,1,989,1037,-200.0,-92.0,1,10:21:20.426917
2024-10-17 10:21:35.692309300+00:00,29,6,DTE Student,4,11,989,1037,-44.0,-200.0,1,10:21:35.692309
2024-10-17 10:21:38.715865100+00:00,29,6,DTE Staff,3,11,989,1037,-45.0,-200.0,1,10:21:38.715865
2024-10-17 10:21:41.717407400+00:00,29,6,DTE Staff,1,1,989,1037,-200.0,-90.0,1,10:21:41.717407
2024-10-17 10:21:44.789161400+00:00,29,6,DTE Staff,2,1,989,1037,-200.0,-92.0,1,10:21:44.789161
2024-10-17 10:22:00.254443300+00:00,29,7,DTE Staff,3,11,989,1037,-44.0,-200.0,1,10:22:00.254443
2024-10-17 10:22:03.221214300+00:00,29,7,DTE Student,4,11,989,1037,-44.0,-200.0,1,10:22:03.221214
2024-10-17 10:22:07.969683600+00:00,29,7,DTE Staff,1,1,989,1037,-200.0,-89.0,1,10:22:07.969683
2024-10-17 10:22:09.264171700+00:00,29,7,DTE Staff,2,1,989,1037,-200.0,-90.0,1,10:22:09.264171
2024-10-17 10:22:28.316605800+00:00,29,8,DTE Student,4,11,989,1037,-43.0,-200.0,1,10:22:28.316605
2024-10-17 10:22:35.480845200+00:00,29,8,DTE Staff,3,11,989,1037,-45.0,-200.0,1,10:22:35.480845
2024-10-17 10:22:35.674944+00:00,29,8,DTE Staff,2,1,989,1037,-200.0,-90.0,1,10:22:35.674944
2024-10-17 10:22:37.401046600+00:00,29,8,DTE Staff,1,1,989,1037,-200.0,-92.0,1,10:22:37.401046
2024-10-17 10:22:52.993821900+00:00,29,9,DTE Staff,3,11,989,1037,-43.0,-200.0,1,10:22:52.993821
2024-10-17 10:22:55.857318600+00:00,29,9,DTE Student,4,11,989,1037,-43.0,-200.0,1,10:22:55.857318
2024-10-17 10:22:58.943280900+00:00,29,9,DTE Staff,2,1,989,1037,-200.0,-90.0,1,10:22:58.943280
2024-10-17 10:23:02.002875200+00:00,29,9,DTE Staff,1,1,989,1037,-200.0,-90.0,1,10:23:02.002875
2024-10-17 10:23:17.636324600+00:00,29,10,DTE Staff,3,11,989,1037,-44.0,-200.0,1,10:23:17.636324
2024-10-17 10:23:20.766177800+00:00,29,10,DTE Student,4,11,989,1037,-44.0,-200.0,1,10:23:20.766177
2024-10-17 10:23:23.710322100+00:00,29,10,DTE Staff,2,1,989,1037,-200.0,-92.0,1,10:23:23.710322
2024-10-17 10:23:26.678231500+00:00,29,10,DTE Staff,1,1,989,1037,-200.0,-94.0,1,10:23:26.678231
2024-10-17 10:23:42.762531900+00:00,29,11,DTE Student,4,11,989,1037,-41.0,-200.0,1,10:23:42.762531
2024-10-17 10:23:45.828006+00:00,29,11,DTE Staff,3,11,989,1037,-42.0,-200.0,1,10:23:45.828006
2024-10-17 10:23:49.004448700+00:00,29,11,DTE Staff,2,1,989,1037,-200.0,-93.0,1,10:23:49.004448
2024-10-17 10:23:51.804140400+00:00,29,11,DTE Staff,1,1,989,1037,-200.0,-94.0,1,10:23:51.804140
2024-10-17 10:24:07.649939600+00:00,29,12,DTE Student,4,11,989,1037,-39.0,-200.0,1,10:24:07.649939
2024-10-17 10:24:10.712624500+00:00,29,12,DTE Staff,3,11,989,1037,-39.0,-200.0,1,10:24:10.712624
2024-10-17 10:24:13.695478600+00:00,29,12,DTE Staff,1,1,989,1037,-200.0,-90.0,1,10:24:13.695478
2024-10-17 10:24:16.729462+00:00,29,12,DTE Staff,2,1,989,1037,-200.0,-90.0,1,10:24:16.729462
2024-10-17 10:24:32.631934900+00:00,29,13,DTE Student,4,11,989,1037,-44.0,-200.0,1,10:24:32.631934
2024-10-17 10:24:35.601550100+00:00,29,13,DTE Staff,3,11,989,1037,-44.0,-200.0,1,10:24:35.601550
2024-10-17 10:24:38.666132600+00:00,29,13,DTE Staff,1,1,989,1037,-200.0,-91.0,1,10:24:38.666132
2024-10-17 10:24:41.635508600+00:00,29,13,DTE Staff,2,1,989,1037,-200.0,-92.0,1,10:24:41.635508
2024-10-17 10:25:02.427366100+00:00,29,14,DTE Staff,3,11,989,1037,-50.0,-200.0,1,10:25:02.427366
2024-10-17 10:25:07.133214600+00:00,29,14,DTE Student,4,11,989,1037,-51.0,-200.0,1,10:25:07.133214
2024-10-17 10:25:08.465634100+00:00,29,14,DTE Staff,2,1,989,1037,-200.0,-91.0,1,10:25:08.465634
2024-10-17 10:25:11.434498600+00:00,29,14,DTE Staff,1,1,989,1037,-200.0,-92.0,1,10:25:11.434498
2024-10-17 10:25:30.481424200+00:00,29,15,DTE Staff,3,11,989,1037,-42.0,-200.0,1,10:25:30.481424
2024-10-17 10:25:30.882646+00:00,29,15,DTE Student,4,11,989,1037,-43.0,-200.0,1,10:25:30.882646
2024-10-17 10:25:33.758799800+00:00,29,15,DTE Staff,1,1,989,1037,-200.0,-94.0,1,10:25:33.758799
2024-10-17 10:25:36.663252100+00:00,29,15,DTE Staff,2,1,989,1037,-200.0,-97.0,1,10:25:36.663252
2024-10-17 10:25:52.398228600+00:00,29,16,DTE Staff,3,11,989,1037,-42.0,-200.0,1,10:25:52.398228
2024-10-17 10:25:55.162644900+00:00,29,16,DTE Student,4,11,989,1037,-42.0,-200.0,1,10:25:55.162644
2024-10-17 10:25:58.130363900+00:00,29,16,DTE Staff,1,1,989,1037,-200.0,-94.0,1,10:25:58.130363
2024-10-17 10:26:13.799767500+00:00,29,17,DTE Student,4,11,989,1037,-41.0,-200.0,1,10:26:13.799767
2024-10-17 10:26:16.869948300+00:00,29,17,DTE Staff,3,11,989,1037,-42.0,-200.0,1,10:26:16.869948
2024-10-17 10:26:19.837987200+00:00,29,17,DTE Staff,1,1,989,1037,-200.0,-92.0,1,10:26:19.837987
2024-10-17 10:26:22.821615+00:00,29,17,DTE Staff,2,1,989,1037,-200.0,-94.0,1,10:26:22.821615
2024-10-17 10:26:38.588329300+00:00,29,18,DTE Student,4,11,989,1037,-43.0,-200.0,1,10:26:38.588329
2024-10-17 10:26:41.654708+00:00,29,18,DTE Staff,3,11,989,1037,-43.0,-200.0,1,10:26:41.654708
2024-10-17 10:26:44.723665800+00:00,29,18,DTE Staff,1,1,989,1037,-200.0,-96.0,1,10:26:44.723665
2024-10-17 10:27:00.495029300+00:00,29,19,DTE Staff,3,11,989,1037,-41.0,-200.0,1,10:27:00.495029
2024-10-17 10:27:03.562376300+00:00,29,19,DTE Student,4,11,989,1037,-41.0,-200.0,1,10:27:03.562376
2024-10-17 10:27:06.533881400+00:00,29,19,DTE Staff,1,1,989,1037,-200.0,-92.0,1,10:27:06.533881
2024-10-17 10:27:09.502842600+00:00,29,19,DTE Staff,2,1,989,1037,-200.0,-92.0,1,10:27:09.502842
2024-10-17 10:27:26.298365700+00:00,29,20,DTE Staff,3,11,989,1037,-43.0,-200.0,1,10:27:26.298365
2024-10-17 10:27:29.369838500+00:00,29,20,DTE Student,4,11,989,1037,-45.0,-200.0,1,10:27:29.369838
2024-10-17 10:27:32.337109800+00:00,29,20,DTE Staff,2,1,989,1037,-200.0,-89.0,1,10:27:32.337109
2024-10-17 10:27:35.328069700+00:00,29,20,DTE Staff,1,1,989,1037,-200.0,-90.0,1,10:27:35.328069
2024-10-17 10:29:09.307917700+00:00,30,1,DTE Student,4,11,989,1202,-46.0,-200.0,1,10:29:09.307917
2024-10-17 10:29:12.482997700+00:00,30,1,DTE Staff,3,11,989,1202,-46.0,-200.0,1,10:29:12.482997
2024-10-17 10:29:15.357144400+00:00,30,1,DTE Staff,1,1,989,1202,-200.0,-91.0,1,10:29:15.357144
2024-10-17 10:29:18.323163600+00:00,30,1,DTE Staff,2,1,989,1202,-200.0,-91.0,1,10:29:18.323163
2024-10-17 10:29:34.198883600+00:00,30,2,DTE Staff,3,11,989,1202,-41.0,-200.0,1,10:29:34.198883
2024-10-17 10:29:37.369628700+00:00,30,2,DTE Student,4,11,989,1202,-42.0,-200.0,1,10:29:37.369628
2024-10-17 10:29:40.236638200+00:00,30,2,DTE Staff,2,1,989,1202,-200.0,-89.0,1,10:29:40.236638
2024-10-17 10:29:43.308002100+00:00,30,2,DTE Staff,1,1,989,1202,-200.0,-91.0,1,10:29:43.308002
2024-10-17 10:29:58.664694700+00:00,30,3,DTE Staff,3,11,989,1202,-41.0,-200.0,1,10:29:58.664694
2024-10-17 10:30:01.639395100+00:00,30,3,DTE Student,4,11,989,1202,-42.0,-200.0,1,10:30:01.639395
2024-10-17 10:30:04.622204100+00:00,30,3,DTE Staff,1,1,989,1202,-200.0,-89.0,1,10:30:04.622204
2024-10-17 10:30:07.679562400+00:00,30,3,DTE Staff,2,1,989,1202,-200.0,-91.0,1,10:30:07.679562
2024-10-17 10:30:23.346186200+00:00,30,4,DTE Student,4,11,989,1202,-42.0,-200.0,1,10:30:23.346186
2024-10-17 10:30:26.317919800+00:00,30,4,DTE Staff,3,11,989,1202,-43.0,-200.0,1,10:30:26.317919
2024-10-17 10:30:29.328439200+00:00,30,4,DTE Staff,1,1,989,1202,-200.0,-91.0,1,10:30:29.328439
2024-10-17 10:30:32.334693500+00:00,30,4,DTE Staff,2,1,989,1202,-200.0,-92.0,1,10:30:32.334693
