,bssid,channel,host,iteration,reference_point,rssi,ssid,time,topic,xr,yr
,70:A7:41:DC:77:CD,1,LAUREN,1,RP53,-60,DTE Staff,2025-03-01T00:21:10.2433518Z,esp/topic,1479,1368
,70:A7:41:DC:77:CD,1,LAUREN,1,RP54,-69,DTE Staff,2025-03-01T00:30:53.3562362Z,esp/topic,1479,1567
,70:A7:41:DC:77:CD,1,LAUREN,1,RP55,-63,DTE Staff,2025-03-01T00:40:59.8063536Z,esp/topic,1479,1789
,70:A7:41:DC:77:CD,1,LAUREN,1,RP56,-63,DTE Staff,2025-03-01T03:09:51.3995521Z,esp/topic,1479,1948
,70:A7:41:DC:77:CD,1,LAUREN,1,RP58,-65,DTE Staff,2025-03-01T00:50:25.1245721Z,esp/topic,1653,1368
,70:A7:41:DC:77:CD,1,LAUREN,1,RP59,-56,DTE Staff,2025-03-01T00:59:05.4208538Z,esp/topic,1653,1567
,70:A7:41:DC:77:CD,1,LAUREN,1,RP60,-70,DTE Staff,2025-03-01T01:07:41.6238823Z,esp/topic,1653,1789
,70:A7:41:DC:77:CD,1,LAUREN,1,RP61,-71,DTE Staff,2025-03-01T03:20:14.5471095Z,esp/topic,1653,1948
,70:A7:41:DC:77:CD,1,LAUREN,1,RP63,-66,DTE Staff,2025-03-01T03:31:32.1514365Z,esp/topic,1826,1368
,70:A7:41:DC:77:CD,1,LAUREN,1,RP64,-70,DTE Staff,2025-03-01T03:41:42.8721451Z,esp/topic,1826,1567
,70:A7:41:DC:77:CD,1,LAUREN,1,RP66,-83,DTE Staff,2025-03-01T02:20:26.1154556Z,esp/topic,1826,1948
,70:A7:41:DC:77:CD,1,LAUREN,1,RP67,-69,DTE Staff,2025-03-01T02:30:07.2202603Z,esp/topic,1826,2130
,70:A7:41:DC:77:CD,1,LAUREN,1,RP68,-82,DTE Staff,2025-03-01T03:51:24.7171393Z,esp/topic,2000,1368
,70:A7:41:DC:77:CD,1,LAUREN,1,RP69,-69,DTE Staff,2025-03-01T03:59:19.489486Z,esp/topic,2000,1567
,70:A7:41:DC:77:CD,1,LAUREN,1,RP70,-70,DTE Staff,2025-03-01T02:39:12.4272259Z,esp/topic,2000,1789
,70:A7:41:DC:77:CD,1,LAUREN,1,RP71,-74,DTE Staff,2025-03-01T02:49:47.0395542Z,esp/topic,2000,1948
,70:A7:41:DC:77:CD,1,LAUREN,1,RP72,-71,DTE Staff,2025-03-01T03:00:03.5099496Z,esp/topic,2000,2130
,70:A7:41:DC:77:CD,1,LAUREN,1,RP74,-62,DTE Staff,2025-03-01T04:10:38.6399302Z,esp/topic,1720,299
,70:A7:41:DC:77:CD,1,LAUREN,1,RP75,-66,DTE Staff,2025-03-01T01:39:42.8701744Z,esp/topic,1720,469
,70:A7:41:DC:77:CD,1,LAUREN,1,RP76,-62,DTE Staff,2025-03-01T01:29:37.7763187Z,esp/topic,1720,639
,70:A7:41:DC:77:CD,1,LAUREN,1,RP77,-77,DTE Staff,2025-03-01T01:19:18.2548579Z,esp/topic,1720,838
,70:A7:41:DC:77:CD,1,LAUREN,1,RP80,-57,DTE Staff,2025-03-01T04:19:27.3573833Z,esp/topic,2000,469
,70:A7:41:DC:77:CD,1,LAUREN,1,RP81,-61,DTE Staff,2025-03-01T01:58:53.4382509Z,esp/topic,2000,639
,70:A7:41:DC:77:CD,1,LAUREN,1,RP82,-68,DTE Staff,2025-03-01T02:08:36.0999313Z,esp/topic,2000,838
,70:A7:41:DC:77:CD,1,LAUREN,1,RP85,-85,DTE Staff,2025-03-01T04:39:41.0744762Z,esp/topic,2224,469
,70:A7:41:DC:77:CD,1,LAUREN,1,RP88,-82,DTE Staff,2025-03-01T04:50:39.1758442Z,esp/topic,2454,469
,70:A7:41:DC:77:CD,1,LAUREN,1,RP89,-65,DTE Staff,2025-03-01T04:29:29.3745572Z,esp/topic,2224,1393
,70:A7:41:DC:77:CD,1,LAUREN,1,RP90,-62,DTE Staff,2025-03-01T05:00:49.7110718Z,esp/topic,2454,1393
,70:A7:41:DC:77:CD,1,LAUREN,10,RP53,-61,DTE Staff,2025-03-01T00:24:55.6737507Z,esp/topic,1479,1368
,70:A7:41:DC:77:CD,1,LAUREN,10,RP54,-75,DTE Staff,2025-03-01T00:34:02.0699313Z,esp/topic,1479,1567
,70:A7:41:DC:77:CD,1,LAUREN,10,RP55,-63,DTE Staff,2025-03-01T00:44:00.6152993Z,esp/topic,1479,1789
,70:A7:41:DC:77:CD,1,LAUREN,10,RP56,-66,DTE Staff,2025-03-01T03:13:32.4738062Z,esp/topic,1479,1948
,70:A7:41:DC:77:CD,1,LAUREN,10,RP58,-64,DTE Staff,2025-03-01T00:53:40.9130435Z,esp/topic,1653,1368
,70:A7:41:DC:77:CD,1,LAUREN,10,RP59,-63,DTE Staff,2025-03-01T01:02:17.3236312Z,esp/topic,1653,1567
,70:A7:41:DC:77:CD,1,LAUREN,10,RP60,-74,DTE Staff,2025-03-01T01:11:30.1837942Z,esp/topic,1653,1789
,70:A7:41:DC:77:CD,1,LAUREN,10,RP61,-70,DTE Staff,2025-03-01T03:23:44.5371683Z,esp/topic,1653,1948
,70:A7:41:DC:77:CD,1,LAUREN,10,RP63,-66,DTE Staff,2025-03-01T03:35:18.1808615Z,esp/topic,1826,1368
,70:A7:41:DC:77:CD,1,LAUREN,10,RP64,-70,DTE Staff,2025-03-01T03:45:34.3001784Z,esp/topic,1826,1567
,70:A7:41:DC:77:CD,1,LAUREN,10,RP66,-81,DTE Staff,2025-03-01T02:23:47.3996247Z,esp/topic,1826,1948
,70:A7:41:DC:77:CD,1,LAUREN,10,RP67,-73,DTE Staff,2025-03-01T02:33:16.8807372Z,esp/topic,1826,2130
,70:A7:41:DC:77:CD,1,LAUREN,10,RP68,-83,DTE Staff,2025-03-01T03:54:33.6216652Z,esp/topic,2000,1368
,70:A7:41:DC:77:CD,1,LAUREN,10,RP69,-69,DTE Staff,2025-03-01T04:03:03.6475357Z,esp/topic,2000,1567
,70:A7:41:DC:77:CD,1,LAUREN,10,RP70,-72,DTE Staff,2025-03-01T02:43:07.8075126Z,esp/topic,2000,1789
,70:A7:41:DC:77:CD,1,LAUREN,10,RP71,-74,DTE Staff,2025-03-01T02:53:13.9863325Z,esp/topic,2000,1948
,70:A7:41:DC:77:CD,1,LAUREN,10,RP72,-75,DTE Staff,2025-03-01T03:03:01.4920588Z,esp/topic,2000,2130
,70:A7:41:DC:77:CD,1,LAUREN,10,RP75,-67,DTE Staff,2025-03-01T01:43:53.4580485Z,esp/topic,1720,469
,70:A7:41:DC:77:CD,1,LAUREN,10,RP76,-62,DTE Staff,2025-03-01T01:33:30.6495176Z,esp/topic,1720,639
,70:A7:41:DC:77:CD,1,LAUREN,10,RP77,-73,DTE Staff,2025-03-01T01:23:31.3969823Z,esp/topic,1720,838
,70:A7:41:DC:77:CD,1,LAUREN,10,RP80,-56,DTE Staff,2025-03-01T04:23:19.9802451Z,esp/topic,2000,469
,70:A7:41:DC:77:CD,1,LAUREN,10,RP81,-60,DTE Staff,2025-03-01T02:02:48.6566996Z,esp/topic,2000,639
,70:A7:41:DC:77:CD,1,LAUREN,10,RP82,-67,DTE Staff,2025-03-01T02:12:30.3853538Z,esp/topic,2000,838
,70:A7:41:DC:77:CD,1,LAUREN,10,RP85,-88,DTE Staff,2025-03-01T04:43:26.6650699Z,esp/topic,2224,469
,70:A7:41:DC:77:CD,1,LAUREN,10,RP88,-82,DTE Staff,2025-03-01T04:54:28.1173207Z,esp/topic,2454,469
,70:A7:41:DC:77:CD,1,LAUREN,10,RP89,-61,DTE Staff,2025-03-01T04:33:05.416998Z,esp/topic,2224,1393
,70:A7:41:DC:77:CD,1,LAUREN,10,RP90,-69,DTE Staff,2025-03-01T05:05:25.2753187Z,esp/topic,2454,1393
,70:A7:41:DC:77:CD,1,LAUREN,11,RP53,-61,DTE Staff,2025-03-01T00:25:23.7265661Z,esp/topic,1479,1368
,70:A7:41:DC:77:CD,1,LAUREN,11,RP54,-71,DTE Staff,2025-03-01T00:34:23.6804149Z,esp/topic,1479,1567
,70:A7:41:DC:77:CD,1,LAUREN,11,RP55,-74,DTE Staff,2025-03-01T00:44:25.0169618Z,esp/topic,1479,1789
,70:A7:41:DC:77:CD,1,LAUREN,11,RP56,-62,DTE Staff,2025-03-01T03:14:00.6599344Z,esp/topic,1479,1948
,70:A7:41:DC:77:CD,1,LAUREN,11,RP58,-65,DTE Staff,2025-03-01T00:53:59.6547956Z,esp/topic,1653,1368
,70:A7:41:DC:77:CD,1,LAUREN,11,RP59,-63,DTE Staff,2025-03-01T01:02:42.3061863Z,esp/topic,1653,1567
,70:A7:41:DC:77:CD,1,LAUREN,11,RP60,-74,DTE Staff,2025-03-01T01:11:53.2274129Z,esp/topic,1653,1789
,70:A7:41:DC:77:CD,1,LAUREN,11,RP61,-70,DTE Staff,2025-03-01T03:24:06.177481Z,esp/topic,1653,1948
,70:A7:41:DC:77:CD,1,LAUREN,11,RP63,-66,DTE Staff,2025-03-01T03:35:53.5793139Z,esp/topic,1826,1368
,70:A7:41:DC:77:CD,1,LAUREN,11,RP64,-69,DTE Staff,2025-03-01T03:45:56.6306406Z,esp/topic,1826,1567
,70:A7:41:DC:77:CD,1,LAUREN,11,RP66,-79,DTE Staff,2025-03-01T02:24:09.002948Z,esp/topic,1826,1948
,70:A7:41:DC:77:CD,1,LAUREN,11,RP67,-71,DTE Staff,2025-03-01T02:33:44.5753195Z,esp/topic,1826,2130
,70:A7:41:DC:77:CD,1,LAUREN,11,RP68,-77,DTE Staff,2025-03-01T03:54:52.5645273Z,esp/topic,2000,1368
,70:A7:41:DC:77:CD,1,LAUREN,11,RP69,-69,DTE Staff,2025-03-01T04:03:39.5404641Z,esp/topic,2000,1567
,70:A7:41:DC:77:CD,1,LAUREN,11,RP70,-73,DTE Staff,2025-03-01T02:43:30.4325208Z,esp/topic,2000,1789
,70:A7:41:DC:77:CD,1,LAUREN,11,RP71,-75,DTE Staff,2025-03-01T02:53:29.4249429Z,esp/topic,2000,1948
,70:A7:41:DC:77:CD,1,LAUREN,11,RP72,-74,DTE Staff,2025-03-01T03:03:20.5590051Z,esp/topic,2000,2130
,70:A7:41:DC:77:CD,1,LAUREN,11,RP75,-68,DTE Staff,2025-03-01T01:44:20.2597735Z,esp/topic,1720,469
,70:A7:41:DC:77:CD,1,LAUREN,11,RP76,-64,DTE Staff,2025-03-01T01:33:55.836773Z,esp/topic,1720,639
,70:A7:41:DC:77:CD,1,LAUREN,11,RP77,-64,DTE Staff,2025-03-01T01:24:03.8487448Z,esp/topic,1720,838
,70:A7:41:DC:77:CD,1,LAUREN,11,RP80,-56,DTE Staff,2025-03-01T04:23:44.7973399Z,esp/topic,2000,469
,70:A7:41:DC:77:CD,1,LAUREN,11,RP81,-59,DTE Staff,2025-03-01T02:03:11.2812951Z,esp/topic,2000,639
,70:A7:41:DC:77:CD,1,LAUREN,11,RP82,-67,DTE Staff,2025-03-01T02:12:52.1542161Z,esp/topic,2000,838
,70:A7:41:DC:77:CD,1,LAUREN,11,RP85,-89,DTE Staff,2025-03-01T04:43:52.2528097Z,esp/topic,2224,469
,70:A7:41:DC:77:CD,1,LAUREN,11,RP88,-82,DTE Staff,2025-03-01T04:54:54.1225699Z,esp/topic,2454,469
,70:A7:41:DC:77:CD,1,LAUREN,11,RP89,-61,DTE Staff,2025-03-01T04:33:32.9874385Z,esp/topic,2224,1393
,70:A7:41:DC:77:CD,1,LAUREN,11,RP90,-70,DTE Staff,2025-03-01T05:05:49.8978031Z,esp/topic,2454,1393
,70:A7:41:DC:77:CD,1,LAUREN,12,RP53,-61,DTE Staff,2025-03-01T00:25:48.8084798Z,esp/topic,1479,1368
,70:A7:41:DC:77:CD,1,LAUREN,12,RP54,-72,DTE Staff,2025-03-01T00:34:48.2948399Z,esp/topic,1479,1567
,70:A7:41:DC:77:CD,1,LAUREN,12,RP55,-71,DTE Staff,2025-03-01T00:44:46.4222019Z,esp/topic,1479,1789
,70:A7:41:DC:77:CD,1,LAUREN,12,RP56,-64,DTE Staff,2025-03-01T03:14:19.4171677Z,esp/topic,1479,1948
,70:A7:41:DC:77:CD,1,LAUREN,12,RP58,-65,DTE Staff,2025-03-01T00:54:21.4715827Z,esp/topic,1653,1368
,70:A7:41:DC:77:CD,1,LAUREN,12,RP59,-64,DTE Staff,2025-03-01T01:03:01.0516769Z,esp/topic,1653,1567
,70:A7:41:DC:77:CD,1,LAUREN,12,RP60,-71,DTE Staff,2025-03-01T01:12:18.0026664Z,esp/topic,1653,1789
,70:A7:41:DC:77:CD,1,LAUREN,12,RP61,-69,DTE Staff,2025-03-01T03:24:33.5274734Z,esp/topic,1653,1948
,70:A7:41:DC:77:CD,1,LAUREN,12,RP63,-66,DTE Staff,2025-03-01T03:36:11.0925286Z,esp/topic,1826,1368
,70:A7:41:DC:77:CD,1,LAUREN,12,RP64,-69,DTE Staff,2025-03-01T03:46:24.6761158Z,esp/topic,1826,1567
,70:A7:41:DC:77:CD,1,LAUREN,12,RP66,-82,DTE Staff,2025-03-01T02:24:33.8172609Z,esp/topic,1826,1948
,70:A7:41:DC:77:CD,1,LAUREN,12,RP67,-69,DTE Staff,2025-03-01T02:34:06.0384181Z,esp/topic,1826,2130
,70:A7:41:DC:77:CD,1,LAUREN,12,RP68,-76,DTE Staff,2025-03-01T03:55:11.5060664Z,esp/topic,2000,1368
,70:A7:41:DC:77:CD,1,LAUREN,12,RP69,-68,DTE Staff,2025-03-01T04:03:53.7174624Z,esp/topic,2000,1567
,70:A7:41:DC:77:CD,1,LAUREN,12,RP70,-74,DTE Staff,2025-03-01T02:44:46.0467081Z,esp/topic,2000,1789
,70:A7:41:DC:77:CD,1,LAUREN,12,RP71,-71,DTE Staff,2025-03-01T02:53:50.8500039Z,esp/topic,2000,1948
,70:A7:41:DC:77:CD,1,LAUREN,12,RP72,-75,DTE Staff,2025-03-01T03:03:42.1057544Z,esp/topic,2000,2130
,70:A7:41:DC:77:CD,1,LAUREN,12,RP75,-67,DTE Staff,2025-03-01T01:44:43.9009272Z,esp/topic,1720,469
,70:A7:41:DC:77:CD,1,LAUREN,12,RP76,-61,DTE Staff,2025-03-01T01:34:21.2254358Z,esp/topic,1720,639
,70:A7:41:DC:77:CD,1,LAUREN,12,RP77,-63,DTE Staff,2025-03-01T01:24:31.1922403Z,esp/topic,1720,838
,70:A7:41:DC:77:CD,1,LAUREN,12,RP80,-56,DTE Staff,2025-03-01T04:24:13.056885Z,esp/topic,2000,469
,70:A7:41:DC:77:CD,1,LAUREN,12,RP81,-60,DTE Staff,2025-03-01T02:03:39.4226413Z,esp/topic,2000,639
,70:A7:41:DC:77:CD,1,LAUREN,12,RP82,-67,DTE Staff,2025-03-01T02:13:16.952668Z,esp/topic,2000,838
,70:A7:41:DC:77:CD,1,LAUREN,12,RP85,-87,DTE Staff,2025-03-01T04:44:16.6757565Z,esp/topic,2224,469
,70:A7:41:DC:77:CD,1,LAUREN,12,RP88,-82,DTE Staff,2025-03-01T04:55:19.1055924Z,esp/topic,2454,469
,70:A7:41:DC:77:CD,1,LAUREN,12,RP89,-63,DTE Staff,2025-03-01T04:33:57.5679888Z,esp/topic,2224,1393
,70:A7:41:DC:77:CD,1,LAUREN,12,RP90,-70,DTE Staff,2025-03-01T05:06:11.3121474Z,esp/topic,2454,1393
,70:A7:41:DC:77:CD,1,LAUREN,13,RP53,-64,DTE Staff,2025-03-01T00:26:11.0540842Z,esp/topic,1479,1368
,70:A7:41:DC:77:CD,1,LAUREN,13,RP54,-72,DTE Staff,2025-03-01T00:35:06.9984672Z,esp/topic,1479,1567
,70:A7:41:DC:77:CD,1,LAUREN,13,RP55,-67,DTE Staff,2025-03-01T00:45:08.0282926Z,esp/topic,1479,1789
,70:A7:41:DC:77:CD,1,LAUREN,13,RP56,-66,DTE Staff,2025-03-01T03:14:44.415426Z,esp/topic,1479,1948
,70:A7:41:DC:77:CD,1,LAUREN,13,RP58,-68,DTE Staff,2025-03-01T00:54:49.5251401Z,esp/topic,1653,1368
,70:A7:41:DC:77:CD,1,LAUREN,13,RP59,-61,DTE Staff,2025-03-01T01:03:25.9340008Z,esp/topic,1653,1567
,70:A7:41:DC:77:CD,1,LAUREN,13,RP60,-72,DTE Staff,2025-03-01T01:12:43.4972647Z,esp/topic,1653,1789
,70:A7:41:DC:77:CD,1,LAUREN,13,RP61,-69,DTE Staff,2025-03-01T03:24:57.9915848Z,esp/topic,1653,1948
,70:A7:41:DC:77:CD,1,LAUREN,13,RP63,-66,DTE Staff,2025-03-01T03:36:32.908341Z,esp/topic,1826,1368
,70:A7:41:DC:77:CD,1,LAUREN,13,RP64,-69,DTE Staff,2025-03-01T03:46:50.1909814Z,esp/topic,1826,1567
,70:A7:41:DC:77:CD,1,LAUREN,13,RP66,-82,DTE Staff,2025-03-01T02:24:49.3488358Z,esp/topic,1826,1948
,70:A7:41:DC:77:CD,1,LAUREN,13,RP67,-70,DTE Staff,2025-03-01T02:34:27.6317638Z,esp/topic,1826,2130
,70:A7:41:DC:77:CD,1,LAUREN,13,RP68,-75,DTE Staff,2025-03-01T03:55:27.6636633Z,esp/topic,2000,1368
,70:A7:41:DC:77:CD,1,LAUREN,13,RP69,-70,DTE Staff,2025-03-01T04:04:18.4994422Z,esp/topic,2000,1567
,70:A7:41:DC:77:CD,1,LAUREN,13,RP70,-73,DTE Staff,2025-03-01T02:45:08.4926406Z,esp/topic,2000,1789
,70:A7:41:DC:77:CD,1,LAUREN,13,RP71,-73,DTE Staff,2025-03-01T02:54:12.626474Z,esp/topic,2000,1948
,70:A7:41:DC:77:CD,1,LAUREN,13,RP72,-75,DTE Staff,2025-03-01T03:04:00.6315336Z,esp/topic,2000,2130
,70:A7:41:DC:77:CD,1,LAUREN,13,RP75,-68,DTE Staff,2025-03-01T01:45:08.6597265Z,esp/topic,1720,469
,70:A7:41:DC:77:CD,1,LAUREN,13,RP76,-64,DTE Staff,2025-03-01T01:34:50.1048781Z,esp/topic,1720,639
,70:A7:41:DC:77:CD,1,LAUREN,13,RP77,-73,DTE Staff,2025-03-01T01:24:55.0511346Z,esp/topic,1720,838
,70:A7:41:DC:77:CD,1,LAUREN,13,RP80,-56,DTE Staff,2025-03-01T04:24:41.3221887Z,esp/topic,2000,469
,70:A7:41:DC:77:CD,1,LAUREN,13,RP81,-60,DTE Staff,2025-03-01T02:04:01.7650839Z,esp/topic,2000,639
,70:A7:41:DC:77:CD,1,LAUREN,13,RP82,-68,DTE Staff,2025-03-01T02:13:44.5641463Z,esp/topic,2000,838
,70:A7:41:DC:77:CD,1,LAUREN,13,RP85,-89,DTE Staff,2025-03-01T04:44:43.8698299Z,esp/topic,2224,469
,70:A7:41:DC:77:CD,1,LAUREN,13,RP88,-82,DTE Staff,2025-03-01T04:55:43.7193527Z,esp/topic,2454,469
,70:A7:41:DC:77:CD,1,LAUREN,13,RP89,-64,DTE Staff,2025-03-01T04:34:22.6515904Z,esp/topic,2224,1393
,70:A7:41:DC:77:CD,1,LAUREN,13,RP90,-71,DTE Staff,2025-03-01T05:06:39.5623912Z,esp/topic,2454,1393
,70:A7:41:DC:77:CD,1,LAUREN,14,RP53,-60,DTE Staff,2025-03-01T00:26:40.3236945Z,esp/topic,1479,1368
,70:A7:41:DC:77:CD,1,LAUREN,14,RP54,-73,DTE Staff,2025-03-01T00:35:30.2501804Z,esp/topic,1479,1567
,70:A7:41:DC:77:CD,1,LAUREN,14,RP55,-66,DTE Staff,2025-03-01T00:45:26.6179577Z,esp/topic,1479,1789
,70:A7:41:DC:77:CD,1,LAUREN,14,RP56,-63,DTE Staff,2025-03-01T03:15:06.3919852Z,esp/topic,1479,1948
,70:A7:41:DC:77:CD,1,LAUREN,14,RP58,-66,DTE Staff,2025-03-01T00:55:09.081959Z,esp/topic,1653,1368
,70:A7:41:DC:77:CD,1,LAUREN,14,RP59,-62,DTE Staff,2025-03-01T01:03:49.686916Z,esp/topic,1653,1567
,70:A7:41:DC:77:CD,1,LAUREN,14,RP60,-69,DTE Staff,2025-03-01T01:13:05.2183089Z,esp/topic,1653,1789
,70:A7:41:DC:77:CD,1,LAUREN,14,RP61,-70,DTE Staff,2025-03-01T03:25:28.1468949Z,esp/topic,1653,1948
,70:A7:41:DC:77:CD,1,LAUREN,14,RP63,-66,DTE Staff,2025-03-01T03:36:57.9035874Z,esp/topic,1826,1368
,70:A7:41:DC:77:CD,1,LAUREN,14,RP64,-69,DTE Staff,2025-03-01T03:47:12.6030591Z,esp/topic,1826,1567
,70:A7:41:DC:77:CD,1,LAUREN,14,RP66,-79,DTE Staff,2025-03-01T02:25:16.9378279Z,esp/topic,1826,1948
,70:A7:41:DC:77:CD,1,LAUREN,14,RP67,-73,DTE Staff,2025-03-01T02:34:49.4729818Z,esp/topic,1826,2130
,70:A7:41:DC:77:CD,1,LAUREN,14,RP68,-77,DTE Staff,2025-03-01T03:55:46.3976551Z,esp/topic,2000,1368
,70:A7:41:DC:77:CD,1,LAUREN,14,RP69,-69,DTE Staff,2025-03-01T04:04:43.2812058Z,esp/topic,2000,1567
,70:A7:41:DC:77:CD,1,LAUREN,14,RP70,-73,DTE Staff,2025-03-01T02:45:27.1130985Z,esp/topic,2000,1789
,70:A7:41:DC:77:CD,1,LAUREN,14,RP71,-73,DTE Staff,2025-03-01T02:54:31.1914221Z,esp/topic,2000,1948
,70:A7:41:DC:77:CD,1,LAUREN,14,RP72,-75,DTE Staff,2025-03-01T03:04:19.156038Z,esp/topic,2000,2130
,70:A7:41:DC:77:CD,1,LAUREN,14,RP75,-68,DTE Staff,2025-03-01T01:45:38.296707Z,esp/topic,1720,469
,70:A7:41:DC:77:CD,1,LAUREN,14,RP76,-64,DTE Staff,2025-03-01T01:35:15.4965651Z,esp/topic,1720,639
,70:A7:41:DC:77:CD,1,LAUREN,14,RP77,-74,DTE Staff,2025-03-01T01:25:19.6268152Z,esp/topic,1720,838
,70:A7:41:DC:77:CD,1,LAUREN,14,RP80,-56,DTE Staff,2025-03-01T04:25:03.6405894Z,esp/topic,2000,469
,70:A7:41:DC:77:CD,1,LAUREN,14,RP81,-60,DTE Staff,2025-03-01T02:04:29.9656275Z,esp/topic,2000,639
,70:A7:41:DC:77:CD,1,LAUREN,14,RP82,-68,DTE Staff,2025-03-01T02:14:10.5349108Z,esp/topic,2000,838
,70:A7:41:DC:77:CD,1,LAUREN,14,RP85,-87,DTE Staff,2025-03-01T04:45:10.5235325Z,esp/topic,2224,469
,70:A7:41:DC:77:CD,1,LAUREN,14,RP88,-82,DTE Staff,2025-03-01T04:56:18.537997Z,esp/topic,2454,469
,70:A7:41:DC:77:CD,1,LAUREN,14,RP89,-67,DTE Staff,2025-03-01T04:34:53.878647Z,esp/topic,2224,1393
,70:A7:41:DC:77:CD,1,LAUREN,14,RP90,-70,DTE Staff,2025-03-01T05:07:04.1691043Z,esp/topic,2454,1393
,70:A7:41:DC:77:CD,1,LAUREN,15,RP53,-61,DTE Staff,2025-03-01T00:26:59.4720296Z,esp/topic,1479,1368
,70:A7:41:DC:77:CD,1,LAUREN,15,RP54,-79,DTE Staff,2025-03-01T00:35:52.0559921Z,esp/topic,1479,1567
,70:A7:41:DC:77:CD,1,LAUREN,15,RP55,-66,DTE Staff,2025-03-01T00:45:42.2011612Z,esp/topic,1479,1789
,70:A7:41:DC:77:CD,1,LAUREN,15,RP56,-63,DTE Staff,2025-03-01T03:15:31.0244033Z,esp/topic,1479,1948
,70:A7:41:DC:77:CD,1,LAUREN,15,RP58,-64,DTE Staff,2025-03-01T00:55:33.9671823Z,esp/topic,1653,1368
,70:A7:41:DC:77:CD,1,LAUREN,15,RP59,-62,DTE Staff,2025-03-01T01:04:09.5513623Z,esp/topic,1653,1567
,70:A7:41:DC:77:CD,1,LAUREN,15,RP60,-69,DTE Staff,2025-03-01T01:13:29.8492204Z,esp/topic,1653,1789
,70:A7:41:DC:77:CD,1,LAUREN,15,RP61,-70,DTE Staff,2025-03-01T03:25:52.6015242Z,esp/topic,1653,1948
,70:A7:41:DC:77:CD,1,LAUREN,15,RP63,-66,DTE Staff,2025-03-01T03:37:23.5907439Z,esp/topic,1826,1368
,70:A7:41:DC:77:CD,1,LAUREN,15,RP64,-69,DTE Staff,2025-03-01T03:47:38.5075385Z,esp/topic,1826,1567
,70:A7:41:DC:77:CD,1,LAUREN,15,RP66,-81,DTE Staff,2025-03-01T02:25:35.368536Z,esp/topic,1826,1948
,70:A7:41:DC:77:CD,1,LAUREN,15,RP67,-71,DTE Staff,2025-03-01T02:35:07.8907265Z,esp/topic,1826,2130
,70:A7:41:DC:77:CD,1,LAUREN,15,RP68,-84,DTE Staff,2025-03-01T03:56:08.2622955Z,esp/topic,2000,1368
,70:A7:41:DC:77:CD,1,LAUREN,15,RP69,-68,DTE Staff,2025-03-01T04:05:11.0632698Z,esp/topic,2000,1567
,70:A7:41:DC:77:CD,1,LAUREN,15,RP70,-73,DTE Staff,2025-03-01T02:45:46.7058239Z,esp/topic,2000,1789
,70:A7:41:DC:77:CD,1,LAUREN,15,RP71,-72,DTE Staff,2025-03-01T02:54:46.6923897Z,esp/topic,2000,1948
,70:A7:41:DC:77:CD,1,LAUREN,15,RP72,-86,DTE Staff,2025-03-01T03:04:34.5490532Z,esp/topic,2000,2130
,70:A7:41:DC:77:CD,1,LAUREN,15,RP75,-68,DTE Staff,2025-03-01T01:46:00.0632888Z,esp/topic,1720,469
,70:A7:41:DC:77:CD,1,LAUREN,15,RP76,-62,DTE Staff,2025-03-01T01:35:37.9228576Z,esp/topic,1720,639
,70:A7:41:DC:77:CD,1,LAUREN,15,RP77,-69,DTE Staff,2025-03-01T01:25:42.0522515Z,esp/topic,1720,838
,70:A7:41:DC:77:CD,1,LAUREN,15,RP80,-56,DTE Staff,2025-03-01T04:25:25.6608298Z,esp/topic,2000,469
,70:A7:41:DC:77:CD,1,LAUREN,15,RP81,-60,DTE Staff,2025-03-01T02:04:58.1884953Z,esp/topic,2000,639
,70:A7:41:DC:77:CD,1,LAUREN,15,RP82,-68,DTE Staff,2025-03-01T02:14:32.3501473Z,esp/topic,2000,838
,70:A7:41:DC:77:CD,1,LAUREN,15,RP85,-87,DTE Staff,2025-03-01T04:45:34.962507Z,esp/topic,2224,469
,70:A7:41:DC:77:CD,1,LAUREN,15,RP88,-82,DTE Staff,2025-03-01T04:56:47.9305167Z,esp/topic,2454,469
,70:A7:41:DC:77:CD,1,LAUREN,15,RP89,-65,DTE Staff,2025-03-01T04:35:10.0030517Z,esp/topic,2224,1393
,70:A7:41:DC:77:CD,1,LAUREN,15,RP90,-70,DTE Staff,2025-03-01T05:07:33.6353002Z,esp/topic,2454,1393
,70:A7:41:DC:77:CD,1,LAUREN,16,RP53,-61,DTE Staff,2025-03-01T00:27:24.355227Z,esp/topic,1479,1368
,70:A7:41:DC:77:CD,1,LAUREN,16,RP54,-73,DTE Staff,2025-03-01T00:36:19.8060747Z,esp/topic,1479,1567
,70:A7:41:DC:77:CD,1,LAUREN,16,RP55,-67,DTE Staff,2025-03-01T00:46:00.5877422Z,esp/topic,1479,1789
,70:A7:41:DC:77:CD,1,LAUREN,16,RP56,-64,DTE Staff,2025-03-01T03:15:55.8796104Z,esp/topic,1479,1948
,70:A7:41:DC:77:CD,1,LAUREN,16,RP58,-65,DTE Staff,2025-03-01T00:55:50.6565546Z,esp/topic,1653,1368
,70:A7:41:DC:77:CD,1,LAUREN,16,RP59,-61,DTE Staff,2025-03-01T01:04:31.2674254Z,esp/topic,1653,1567
,70:A7:41:DC:77:CD,1,LAUREN,16,RP60,-70,DTE Staff,2025-03-01T01:13:51.4957428Z,esp/topic,1653,1789
